Term,Overlap,P_value,Adjusted_P_value,Old_P_value,Old_Adjusted_P_value,Odds_Ratio,Combined_Score,Genes
Immune System_Homo sapiens_R-HSA-168256,55/1547,0.005383833548648758,0.0329490613177304,0,0,1.4192687669263928,7.414763315449431,FCN1;NCF1;ITGB2;EIF4A3;CLTA;CTSV;OASL;PSMD7;DUSP10;RPS6KA5;CTSL;PSMD1;KPNA2;B2M;CD33;SKP1;DUSP4;PDGFRB;HSP90AA1;ATP6V0E1;DYNLL1;RBX1;PSMA2;BTK;LTB;PSMD10;PSMD14;WAS;PDGFA;TXN;LILRA1;CD1C;LILRA2;LILRA5;PSMB7;PPP2CB;PSMB5;UBB;PSMB3;PSMB1;CD300LB;CD59;TCEB1;ATP6V1D;POLR2K;MAP2K6;ATP6V1F;TNFSF14;UBE2B;UBE2A;NFKB1;BST2;GZMM;AGO2;FGF18
MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155,7/85,0.00545390247835615,0.03324490355332633,0,0,3.287542561934954,17.13277779890714,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181,7/85,0.00545390247835615,0.03311297933287662,0,0,3.287542561934954,17.13277779890714,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
DNA Damage Bypass_Homo sapiens_R-HSA-73893,5/46,0.005689225185138708,0.03440519578364515,0,0,4.339147791373774,22.42984123685207,PCNA;UBB;UBE2B;RPA3;RBX1
Axon guidance_Homo sapiens_R-HSA-422475,23/515,0.005689757511610659,0.034272948790410665,0,0,1.7828420828246418,9.215666989270767,DUSP4;PDGFRB;PSMD10;HSP90AA1;PSMD14;PDGFA;CLTA;RBX1;EFNB2;PSMB7;PPP2CB;MYL6;PSMD7;PSMB5;DUSP10;RPS6KA5;UBB;PSMA2;PSMB3;PSMB1;FGF18;PSMD1;MET
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling_Homo sapiens_R-HSA-2644607,2/5,0.0059559874285141185,0.035735924571084716,0,0,15.96806387225549,81.8101121738748,RBX1;SKP1
FBXW7 Mutants and NOTCH1 in Cancer_Homo sapiens_R-HSA-2644605,2/5,0.0059559874285141185,0.035596331115728914,0,0,15.96806387225549,81.8101121738748,RBX1;SKP1
Metabolism of nucleotides_Homo sapiens_R-HSA-15869,7/87,0.006188366430871221,0.036841247623474585,0,0,3.2119668708559894,16.33312176640354,CDA;DGUOK;PNP;TXNRD1;TXN;AK6;DCTPP1
Toll Like Receptor 9 (TLR9) Cascade_Homo sapiens_R-HSA-168138,7/88,0.006582092084282633,0.03903333677888538,0,0,3.175467247323535,15.951650547847853,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
Translesion synthesis by REV1_Homo sapiens_R-HSA-110312,3/16,0.006861549912020707,0.04053348017525746,0,0,7.485029940119761,37.28908628792551,PCNA;UBB;RPA3
MAP3K8 (TPL2)-dependent MAPK1/3 activation_Homo sapiens_R-HSA-5684264,3/16,0.006861549912020707,0.04037758217458339,0,0,7.485029940119761,37.28908628792551,UBB;NFKB1;SKP1
Activated TLR4 signalling_Homo sapiens_R-HSA-166054,8/112,0.00719620148523511,0.04218462939620582,0,0,2.85143997718848,14.069580734730703,DUSP4;PPP2CB;RPS6KA5;UBB;BTK;NFKB1;SKP1;MAP2K6
Oxidative Stress Induced Senescence_Homo sapiens_R-HSA-2559580,7/91,0.007875220962714917,0.045988885774632914,0,0,3.0707815138952865,14.874970170141657,CDKN2D;UBB;H2AFZ;HIST1H2BK;TXN;HIST1H2BD;MAP2K6
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding_Homo sapiens_R-HSA-389958,4/32,0.008026392268222061,0.046693460723877395,0,0,4.990019960079841,24.076946774684178,CCT3;CCT2;PFDN2;CCT4
Translesion synthesis by POLK_Homo sapiens_R-HSA-5655862,3/17,0.008178821370273629,0.047399987486813074,0,0,7.044734061289187,33.858451747182755,PCNA;UBB;RPA3
Translesion synthesis by POLI_Homo sapiens_R-HSA-5656121,3/17,0.008178821370273629,0.04722111960950435,0,0,7.044734061289187,33.858451747182755,PCNA;UBB;RPA3
Infectious disease_Homo sapiens_R-HSA-5663205,37/348,1.286816853720281e-13,1.9688297861920298e-10,0,0,4.244384793631128,125.97942964917887,PSMD10;RPL30;PSMD14;CCNH;RPLP1;RPL12;GTF2B;CLTA;PSMB7;PSMD7;RPS16;RPS15A;PSMB5;UBB;PSMB3;PSMB1;PSMD1;TCEB1;KPNA2;POLR2I;B2M;POLR2K;RPS12;SKP1;MAP2K6;HSP90AA1;RPS5;TXNRD1;RPL13A;RBX1;RPS25;RPS29;PSMA2;CHMP2B;RPL37A;RAN;SLC25A6
Gene Expression_Homo sapiens_R-HSA-74160,87/1631,1.0655834274639411e-11,8.15171322009915e-9,0,0,2.1294015280291654,53.79914552859698,RPL30;TP53RK;PDCD7;CCNH;RPLP1;GTF2B;EIF4A3;PHAX;NR3C1;EEF1B2;PSMD7;RPS16;PSMD1;BCAS2;ZNF385A;RPS12;EIF5B;HSP90AA1;IMP3;H2AFZ;RPS5;RPL13A;RRAGA;RRAGC;PSMA2;SARNP;MED20;RPL37A;SNRPG;GARS;GEMIN6;DNAJC8;SRSF7;HIST1H2BD;YAP1;PSMD10;SLBP;SF3B5;PCNA;PSMD14;COX16;RPL12;HIST1H2BK;TXN;COX5B;PSMB7;PPP2CB;CCNB1;PSMB5;RPS15A;UBB;PSMB3;PRDX1;ZNF704;PERP;TGS1;PSMB1;MED31;ZNF547;SAP18;SNRPB2;TCEB1;COX14;POLR2I;ZNF267;POLR2K;NOP58;TRMT10C;EIF2B2;TXNRD1;LSM1;UPF3B;NR1D1;EIF2S1;RPS25;EIF5;RHEB;RPS29;RPA3;AGO2;EIF3J;SRPRB;CYCS;RAD1;DCP1A;NOP10;RAN
Vif-mediated degradation of APOBEC3G_Homo sapiens_R-HSA-180585,12/53,5.6185990094057575e-9,2.865485494796936e-6,0,0,9.038526720144617,171.7065505881865,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;TCEB1;RBX1
Antigen processing-Cross presentation_Homo sapiens_R-HSA-1236975,14/82,1.4785994925662097e-8,5.655643059065752e-6,0,0,6.815637018645636,122.88310963534205,PSMD10;NCF1;PSMD14;CTSV;PSMB7;PSMD7;PSMB5;UBB;CTSL;PSMA2;PSMB3;PSMB1;PSMD1;B2M
G1/S Transition_Homo sapiens_R-HSA-69206,16/112,1.97396488598391e-8,6.040332551110764e-6,0,0,5.70287995437696,101.17272079472286,PSMD10;PCNA;PSMD14;CCNH;PSMB7;PPP2CB;CCNB1;PSMD7;PSMB5;UBB;PSMA2;PSMB3;RPA3;PSMB1;PSMD1;SKP1
Degradation of GLI1 by the proteasome_Homo sapiens_R-HSA-5610780,12/59,2.0570355475349383e-8,5.245440646214093e-6,0,0,8.11935451131635,143.70782382769977,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1;RBX1
GLI3 is processed to GLI3R by the proteasome_Homo sapiens_R-HSA-5610785,12/59,2.0570355475349383e-8,4.496091982469222e-6,0,0,8.11935451131635,143.70782382769977,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1;RBX1
Degradation of GLI2 by the proteasome_Homo sapiens_R-HSA-5610783,12/59,2.0570355475349383e-8,3.93408048466057e-6,0,0,8.11935451131635,143.70782382769977,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1;RBX1
The role of GTSE1 in G2/M progression after G2 checkpoint_Homo sapiens_R-HSA-8852276,12/59,2.0570355475349383e-8,3.4969604308093954e-6,0,0,8.11935451131635,143.70782382769977,PSMD10;PSMB7;HSP90AA1;CCNB1;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Cap-dependent Translation Initiation_Homo sapiens_R-HSA-72737,16/114,2.5547263723980244e-8,3.908731349768978e-6,0,0,5.6028294288615745,97.95278563425357,EIF5B;RPL30;EIF2B2;RPS5;RPLP1;RPL12;RPL13A;EIF2S1;RPS25;RPS16;EIF5;RPS15A;RPS29;RPL37A;EIF3J;RPS12
Eukaryotic Translation Initiation_Homo sapiens_R-HSA-72613,16/114,2.5547263723980244e-8,3.553392136153616e-6,0,0,5.6028294288615745,97.95278563425357,EIF5B;RPL30;EIF2B2;RPS5;RPLP1;RPL12;RPL13A;EIF2S1;RPS25;RPS16;EIF5;RPS15A;RPS29;RPL37A;EIF3J;RPS12
Metabolism of amino acids and derivatives_Homo sapiens_R-HSA-71291,28/335,2.90177250119296e-8,3.699759939021024e-6,0,0,3.336610361366819,57.90807061913996,PSMD10;RPL30;OAT;PSMD14;RPLP1;RPL12;PSMB7;PSMD7;RPS16;RPS15A;PSMB5;PSMB3;PSMB1;PSMD1;RPS12;NQO1;ARG2;GOT1;RPS5;TXNRD1;RPL13A;ALDH4A1;RPS25;RPS29;PSMA2;NDUFAB1;RPL37A;GCLM
Influenza Infection_Homo sapiens_R-HSA-168254,18/147,3.062594360892787e-8,3.6044379785892025e-6,0,0,4.888182818037395,84.572495939563,RPL30;HSP90AA1;RPS5;RPLP1;RPL12;CLTA;RPL13A;RPS25;RPS16;RPS15A;RPS29;RPL37A;KPNA2;POLR2I;POLR2K;RAN;RPS12;SLC25A6
Vpu mediated degradation of CD4_Homo sapiens_R-HSA-180534,11/51,4.207123419334468e-8,4.59778487970124e-6,0,0,8.61023051935345,146.23530792081868,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Translation_Homo sapiens_R-HSA-72766,18/151,4.6652859301031445e-8,4.758591648705207e-6,0,0,4.758694531466868,80.32929350313564,EIF5B;RPL30;EIF2B2;RPS5;RPLP1;RPL12;RPL13A;EIF2S1;EEF1B2;RPS25;RPS16;EIF5;RPS15A;RPS29;RPL37A;EIF3J;SRPRB;RPS12
Mitotic G1-G1/S phases_Homo sapiens_R-HSA-453279,17/136,5.443722172007362e-8,5.20555932698204e-6,0,0,4.990019960079841,83.46416015101168,PSMD10;CDKN2D;PCNA;PSMD14;CCNH;PSMB7;PPP2CB;CCNB1;PSMD7;PSMB5;UBB;PSMA2;PSMB3;RPA3;PSMB1;PSMD1;SKP1
GTP hydrolysis and joining of the 60S ribosomal subunit_Homo sapiens_R-HSA-72706,15/107,7.089238785818298e-8,6.380314907236468e-6,0,0,5.59628406737926,92.12660346776494,EIF5B;RPL30;RPS5;RPLP1;RPL12;RPL13A;EIF2S1;RPS25;RPS16;EIF5;RPS15A;RPS29;RPL37A;EIF3J;RPS12
Activation of NF-kappaB in B cells_Homo sapiens_R-HSA-1169091,12/66,7.715598235151337e-8,6.558258499878637e-6,0,0,7.258210851025223,118.87088890816297,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;NFKB1;SKP1
SCF-beta-TrCP mediated degradation of Emi1_Homo sapiens_R-HSA-174113,11/54,7.901406950863836e-8,6.362711913064036e-6,0,0,8.13188437938937,132.98590889198945,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Cyclin E associated events during G1/S transition_Homo sapiens_R-HSA-69202,12/68,1.0906306293922081e-7,8.343324314850392e-6,0,0,7.044734061289187,112.9365238671548,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;CCNH;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Degradation of DVL_Homo sapiens_R-HSA-4641258,11/56,1.1747942251493559e-7,8.559215068945308e-6,0,0,7.84145993726832,125.12619696930713,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;RBX1
Degradation of beta-catenin by the destruction complex_Homo sapiens_R-HSA-195253,13/82,1.208050028170207e-7,8.40143883227462e-6,0,0,6.32880580302809,100.81210544633448,PSMD10;PSMD14;RBX1;PSMB7;PPP2CB;PSMD7;PSMB5;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Cyclin A:Cdk2-associated events at S phase entry_Homo sapiens_R-HSA-69656,12/69,1.2905985523348913e-7,8.585286022053842e-6,0,0,6.942636466198039,110.1309696859404,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;CCNH;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Host Interactions of HIV factors_Homo sapiens_R-HSA-162909,16/129,1.495214837969024e-7,9.531994592052528e-6,0,0,4.951337634807904,77.81435949861785,PSMD10;PSMD14;RBX1;PSMB7;PSMD7;PSMB5;UBB;PSMA2;PSMB3;PSMB1;PSMD1;TCEB1;B2M;RAN;SKP1;SLC25A6
Disease_Homo sapiens_R-HSA-1643685,43/725,1.689587413663094e-7,1.0340274971618135e-5,0,0,2.3676784362309866,36.920657184252725,PSMD10;RPL30;PSMD14;CCNH;RPLP1;RPL12;GTF2B;PDGFA;CLTA;PSMB7;PPP2CB;PSMD7;PSMB5;RPS15A;RPS16;UBB;PSMB3;PSMB1;PSMD1;TCEB1;KPNA2;POLR2I;B2M;POLR2K;MAP2K6;SKP1;RPS12;PDGFRB;HSP90AA1;RPS5;TXNRD1;RPL13A;NFKB1;RBX1;RPS25;PSMA2;RPS29;RPL37A;FGF18;CHMP2B;BTK;RAN;SLC25A6
NIK-->noncanonical NF-kB signaling_Homo sapiens_R-HSA-5676590,11/58,1.7170628864316832e-7,1.0104254677847982e-5,0,0,7.571064767017688,117.93811334811704,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
HIV Infection_Homo sapiens_R-HSA-162906,21/222,2.0529791053735096e-7,1.1633548263783222e-5,0,0,3.776231321141501,58.149444804477476,PSMD10;PSMD14;CCNH;GTF2B;RBX1;PSMB7;PSMD7;PSMB5;UBB;PSMA2;PSMB3;PSMB1;CHMP2B;PSMD1;TCEB1;POLR2I;B2M;POLR2K;RAN;SKP1;SLC25A6
SCF(Skp2)-mediated degradation of p27/p21_Homo sapiens_R-HSA-187577,11/59,2.0634200063380223e-7,1.1275116463204194e-5,0,0,7.442741635373322,114.57156150248892,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Dectin-1 mediated noncanonical NF-kB signaling_Homo sapiens_R-HSA-5607761,11/61,2.9463754389143905e-7,1.554467041910006e-5,0,0,7.198717319459442,108.2508549516682,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Regulation of activated PAK-2p34 by proteasome mediated degradation_Homo sapiens_R-HSA-211733,10/49,3.0418581284165204e-7,1.5513476454924253e-5,0,0,8.146971363395657,122.25041423935959,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Influenza Life Cycle_Homo sapiens_R-HSA-168255,16/136,3.123300703905616e-7,1.5415000248308363e-5,0,0,4.696489374192791,70.34967848030652,RPL30;HSP90AA1;RPS5;RPLP1;RPL12;CLTA;RPL13A;RPS25;RPS16;RPS15A;RPS29;RPL37A;POLR2I;POLR2K;RAN;RPS12
CDK-mediated phosphorylation and removal of Cdc6_Homo sapiens_R-HSA-69017,10/50,3.717951127093875e-7,1.7776453826417588e-5,0,0,7.984031936127745,118.20297729892718,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Ubiquitin-dependent degradation of Cyclin D1_Homo sapiens_R-HSA-69229,10/50,3.717951127093875e-7,1.7237773407435237e-5,0,0,7.984031936127745,118.20297729892718,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Ubiquitin-dependent degradation of Cyclin D_Homo sapiens_R-HSA-75815,10/50,3.717951127093875e-7,1.6730780071922436e-5,0,0,7.984031936127745,118.20297729892718,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Regulation of Apoptosis_Homo sapiens_R-HSA-169911,10/50,3.717951127093875e-7,1.6252757784153223e-5,0,0,7.984031936127745,118.20297729892718,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Regulation of ornithine decarboxylase (ODC)_Homo sapiens_R-HSA-350562,10/50,3.717951127093875e-7,1.5801292290148966e-5,0,0,7.984031936127745,118.20297729892718,PSMD10;PSMB7;NQO1;PSMD7;PSMB5;PSMD14;PSMA2;PSMB3;PSMB1;PSMD1
G2/M Transition_Homo sapiens_R-HSA-69275,18/173,3.7336818515085693e-7,1.543927900758949e-5,0,0,4.1535426257311965,61.47534171582786,PSMD10;HSP90AA1;PSMD14;CCNH;CETN2;DYNLL1;PSMB7;PPP2CB;CCNB1;PSMD7;PSMB5;UBB;PSMA2;PSMB3;PSMB1;PSMD1;PHLDA1;SKP1
p53-Dependent G1/S DNA damage checkpoint_Homo sapiens_R-HSA-69580,11/63,4.1479909821295366e-7,1.670112158594261e-5,0,0,6.9701866109051736,102.43017893156009,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;ZNF385A
p53-Dependent G1 DNA Damage Response_Homo sapiens_R-HSA-69563,11/63,4.1479909821295366e-7,1.6272887699123565e-5,0,0,6.9701866109051736,102.43017893156009,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;ZNF385A
Mitotic G2-G2/M phases_Homo sapiens_R-HSA-453274,18/175,4.4328089809183813e-7,1.695549435201281e-5,0,0,4.1060735671514115,60.06800555568688,PSMD10;HSP90AA1;PSMD14;CCNH;CETN2;DYNLL1;PSMB7;PPP2CB;CCNB1;PSMD7;PSMB5;UBB;PSMA2;PSMB3;PSMB1;PSMD1;PHLDA1;SKP1
Autodegradation of the E3 ubiquitin ligase COP1_Homo sapiens_R-HSA-349425,10/51,4.5221645633685967e-7,1.6875394590131593e-5,0,0,7.827482290321318,114.35250977294294,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
p53-Independent DNA Damage Response_Homo sapiens_R-HSA-69610,10/52,5.474676344421977e-7,1.9943463826108633e-5,0,0,7.676953784738217,110.68603172253336,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
p53-Independent G1/S DNA damage checkpoint_Homo sapiens_R-HSA-69613,10/52,5.474676344421977e-7,1.9479662341780524e-5,0,0,7.676953784738217,110.68603172253336,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A_Homo sapiens_R-HSA-69601,10/52,5.474676344421977e-7,1.9036942743103694e-5,0,0,7.676953784738217,110.68603172253336,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
ER-Phagosome pathway_Homo sapiens_R-HSA-1236974,11/65,5.763126019979551e-7,1.9594628467930474e-5,0,0,6.75571933056963,97.0568228025772,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;B2M
G1/S DNA Damage Checkpoints_Homo sapiens_R-HSA-69615,11/65,5.763126019979551e-7,1.916865828384503e-5,0,0,6.75571933056963,97.0568228025772,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;ZNF385A
Regulation of APC/C activators between G1/S and early anaphase_Homo sapiens_R-HSA-176408,12/79,5.975483281862624e-7,1.9452105151595353e-5,0,0,6.063821723641325,86.89717682054383,PSMD10;PSMB7;CCNB1;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Cellular responses to stress_Homo sapiens_R-HSA-2262752,27/367,6.664222267415393e-7,2.1242208477386566e-5,0,0,2.9369054805919497,41.76673841595285,MRPL18;HIST1H2BK;TXN;HSPH1;UBB;DNAJB6;BAG3;PRDX1;TCEB1;MAP2K6;CDKN2D;HSP90AA1;H2AFZ;TXNRD1;HSPA2;DYNLL1;NFKB1;RBX1;SOD1;RRAGA;RRAGC;RHEB;RPA3;CHMP2B;CYCS;ASF1A;HIST1H2BD
TNFR2 non-canonical NF-kB pathway_Homo sapiens_R-HSA-5668541,13/95,7.027849410046844e-7,2.194410121912586e-5,0,0,5.462758693140036,77.39753915498011,PSMD10;PSMD14;TNFSF14;PSMB7;PSMD7;PSMB5;UBB;PSMA2;PSMB3;PSMB1;PSMD1;LTB;SKP1
Regulation of RAS by GAPs_Homo sapiens_R-HSA-5658442,11/67,7.90912469760224e-7,2.4201921574662856e-5,0,0,6.554056066970537,92.08500245062511,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;RBX1
Stabilization of p53_Homo sapiens_R-HSA-69541,10/54,7.918228956062005e-7,2.3754686868186016e-5,0,0,7.392622163081245,103.8584171419883,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
AUF1 (hnRNP D0) binds and destabilizes mRNA_Homo sapiens_R-HSA-450408,10/54,7.918228956062005e-7,2.3297865966874743e-5,0,0,7.392622163081245,103.8584171419883,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Degradation of AXIN_Homo sapiens_R-HSA-4641257,10/54,7.918228956062005e-7,2.285828359014126e-5,0,0,7.392622163081245,103.8584171419883,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Organelle biogenesis and maintenance_Homo sapiens_R-HSA-1852241,25/326,8.11204085177065e-7,2.2984115746683507e-5,0,0,3.0613619386992887,42.934824119106544,ARF4;MRPL18;CETN2;MRPS31;MRPL14;MRPL36;MRPL15;ARL13B;TGS1;CHCHD1;CCT4;CCT3;CCT2;HSP90AA1;MRPS23;MRPS18B;MRPL47;NR1D1;DYNLL1;MRPS6;MRPS18C;AHI1;MRPL50;IFT22;CYCS
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD_Homo sapiens_R-HSA-5362768,10/55,9.46327203953222e-7,2.6325102219062356e-5,0,0,7.258210851025223,100.67630155064745,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Metabolism of polyamines_Homo sapiens_R-HSA-351202,12/84,1.1771872466466108e-6,3.216243727445204e-5,0,0,5.70287995437696,77.85789936857317,PSMD10;PSMB7;NQO1;ARG2;PSMD7;PSMB5;PSMD14;GOT1;PSMA2;PSMB3;PSMB1;PSMD1
Mitochondrial translation initiation_Homo sapiens_R-HSA-5368286,12/84,1.1771872466466108e-6,3.159818398893534e-5,0,0,5.70287995437696,77.85789936857317,MRPL50;MRPL18;MRPS23;MRPS18B;MRPS31;MRPL36;MRPL47;MRPL14;MRPL15;CHCHD1;MRPS6;MRPS18C
Mitochondrial translation termination_Homo sapiens_R-HSA-5419276,12/84,1.1771872466466108e-6,3.1053387713264044e-5,0,0,5.70287995437696,77.85789936857317,MRPL50;MRPL18;MRPS23;MRPS18B;MRPS31;MRPL36;MRPL47;MRPL14;MRPL15;CHCHD1;MRPS6;MRPS18C
Mitochondrial translation elongation_Homo sapiens_R-HSA-5389840,12/84,1.1771872466466108e-6,3.052705910795448e-5,0,0,5.70287995437696,77.85789936857317,MRPL50;MRPL18;MRPS23;MRPS18B;MRPS31;MRPL36;MRPL47;MRPL14;MRPL15;CHCHD1;MRPS6;MRPS18C
Hh mutants abrogate ligand secretion_Homo sapiens_R-HSA-5387390,10/57,1.3359180933431988e-6,3.406591138025157e-5,0,0,7.003536786076968,94.72908073051818,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
APC/C-mediated degradation of cell cycle proteins_Homo sapiens_R-HSA-174143,12/85,1.3399850014629387e-6,3.360945987275895e-5,0,0,5.635787249031349,76.21191764425333,PSMD10;PSMB7;CCNB1;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
Regulation of mitotic cell cycle_Homo sapiens_R-HSA-453276,12/85,1.3399850014629387e-6,3.30673718102951e-5,0,0,5.635787249031349,76.21191764425333,PSMD10;PSMB7;CCNB1;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1;SKP1
CDT1 association with the CDC6:ORC:origin complex_Homo sapiens_R-HSA-68827,10/58,1.5784645278826657e-6,3.833413853429331e-5,0,0,6.882786151834263,91.9475394125009,PSMD10;PSMB7;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Respiratory electron transport_Homo sapiens_R-HSA-611105,12/88,1.9542323473292883e-6,4.6718367053340795e-5,0,0,5.443658138268916,71.55967938405654,NDUFA6;COX16;NDUFB11;NDUFS5;NDUFAF4;NDUFA2;NDUFAB1;NDUFA1;CYCS;COX14;UQCR10;COX5B
APC/C:Cdc20 mediated degradation of mitotic proteins_Homo sapiens_R-HSA-176409,11/74,2.196925045626015e-6,5.1712235689350824e-5,0,0,5.934077790365216,77.31184695484814,PSMD10;PSMB7;CCNB1;PSMD7;PSMB5;PSMD14;UBB;PSMA2;PSMB3;PSMB1;PSMD1
Eukaryotic Translation Elongation_Homo sapiens_R-HSA-156842,12/89,2.208202086128414e-6,5.119013926934051e-5,0,0,5.38249344008612,70.09799856945627,EEF1B2;RPS25;RPL30;RPS16;RPS15A;RPS29;RPLP1;RPS5;RPL12;RPL37A;RPL13A;RPS12
Mitochondrial translation_Homo sapiens_R-HSA-5368287,12/90,2.490871524443472e-6,5.688109600594794e-5,0,0,5.322687957418497,68.67799280857032,MRPL50;MRPL18;MRPS23;MRPS18B;MRPS31;MRPL36;MRPL47;MRPL14;MRPL15;CHCHD1;MRPS6;MRPS18C
Nonsense-Mediated Decay (NMD)_Homo sapiens_R-HSA-927802,13/106,2.4951732463696837e-6,5.614139804331788e-5,0,0,4.8958686400783336,63.16234742542599,RPL30;RPS5;RPLP1;RPL12;EIF4A3;UPF3B;RPL13A;RPS25;RPS16;RPS15A;RPS29;RPL37A;RPS12
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)_Homo sapiens_R-HSA-975957,13/106,2.4951732463696837e-6,5.5327754593414725e-5,0,0,4.8958686400783336,63.16234742542599,RPL30;RPS5;RPLP1;RPL12;EIF4A3;UPF3B;RPL13A;RPS25;RPS16;RPS15A;RPS29;RPL37A;RPS12
L13a-mediated translational silencing of Ceruloplasmin expression_Homo sapiens_R-HSA-156827,13/106,2.4951732463696837e-6,5.453735809922309e-5,0,0,4.8958686400783336,63.16234742542599,RPL30;RPS5;RPLP1;RPL12;RPL13A;EIF2S1;RPS25;RPS16;RPS15A;RPS29;RPL37A;EIF3J;RPS12
3' -UTR-mediated translational regulation_Homo sapiens_R-HSA-157279,13/106,2.4951732463696837e-6,5.376922629500868e-5,0,0,4.8958686400783336,63.16234742542599,RPL30;RPS5;RPLP1;RPL12;RPL13A;EIF2S1;RPS25;RPS16;RPS15A;RPS29;RPL37A;EIF3J;RPS12
