"","Database_selected","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","link"
"1109","WikiPathways_2019_Human","Pregnane X Receptor pathway WP2876","1/33",0.5666301,1,0,0,1.2121212,0.6885438,"NCOA2","https://www.wikipathways.org/"
"1110","WikiPathways_2019_Human","Resistin as a regulator of inflammation WP4481","1/33",0.5666301,1,0,0,1.2121212,0.6885438,"AKT2","https://www.wikipathways.org/"
"870","KEGG_2019_Human","Pertussis","2/76",0.5699679,1,0,0,1.0526316,0.5917635,"PYCARD;LY96","https://www.kegg.jp/"
"621","Reactome_2016","EGFR interacts with phospholipase C-gamma_Homo sapiens_R-HSA-212718","1/34",0.5774822,1,0,0,1.1764706,0.6459737,"PRKAR2A","http://www.reactome.org/download/index.html"
"622","Reactome_2016","PLC-gamma1 signalling_Homo sapiens_R-HSA-167021","1/34",0.5774822,1,0,0,1.1764706,0.6459737,"PRKAR2A","http://www.reactome.org/download/index.html"
"623","Reactome_2016","Lipoprotein metabolism_Homo sapiens_R-HSA-174824","1/34",0.5774822,1,0,0,1.1764706,0.6459737,"APOE","http://www.reactome.org/download/index.html"
"871","KEGG_2019_Human","SNARE interactions in vesicular transport","1/34",0.5774822,1,0,0,1.1764706,0.6459737,"VAMP1","https://www.kegg.jp/"
"1111","WikiPathways_2019_Human","Signaling of Hepatocyte Growth Factor Receptor WP313","1/34",0.5774822,1,0,0,1.1764706,0.6459737,"MAP4K1","https://www.wikipathways.org/"
"624","Reactome_2016","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein_Homo sapiens_R-HSA-446193","2/78",0.5841351,1,0,0,1.025641,0.5514082,"ALG13;FUOM","http://www.reactome.org/download/index.html"
"625","Reactome_2016","Bile acid and bile salt metabolism_Homo sapiens_R-HSA-194068","1/35",0.5880631,1,0,0,1.1428571,0.6067669,"NCOA2","http://www.reactome.org/download/index.html"
"1112","WikiPathways_2019_Human","Photodynamic therapy-induced NF-kB survival signaling WP3617","1/35",0.5880631,1,0,0,1.1428571,0.6067669,"NFKB2","https://www.wikipathways.org/"
"1241","Panther_2016","GABA-B receptor II signaling_Homo sapiens_P05731","1/35",0.5880631,1,0,0,1.1428571,0.6067669,"PRKAR2A","http://www.pantherdb.org/pathway/"
"1113","WikiPathways_2019_Human","Chemokine signaling pathway WP3929","4/164",0.589324,1,0,0,0.9756098,0.5158821,"CCR1;AKT2;RASGRP2;PIK3R5","https://www.wikipathways.org/"
"626","Reactome_2016","Glucose metabolism_Homo sapiens_R-HSA-70326","2/79",0.5910885,1,0,0,1.0126582,0.532445,"MDH2;PHKA2","http://www.reactome.org/download/index.html"
"627","Reactome_2016","PI-3K cascade:FGFR1_Homo sapiens_R-HSA-5654689","3/122",0.5915463,1,0,0,0.9836066,0.5164085,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"628","Reactome_2016","PI-3K cascade:FGFR3_Homo sapiens_R-HSA-5654710","3/122",0.5915463,1,0,0,0.9836066,0.5164085,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"629","Reactome_2016","PI3K events in ERBB4 signaling_Homo sapiens_R-HSA-1250342","3/122",0.5915463,1,0,0,0.9836066,0.5164085,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"630","Reactome_2016","PIP3 activates AKT signaling_Homo sapiens_R-HSA-1257604","3/122",0.5915463,1,0,0,0.9836066,0.5164085,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"631","Reactome_2016","PI-3K cascade:FGFR4_Homo sapiens_R-HSA-5654720","3/122",0.5915463,1,0,0,0.9836066,0.5164085,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"632","Reactome_2016","PI-3K cascade:FGFR2_Homo sapiens_R-HSA-5654695","3/122",0.5915463,1,0,0,0.9836066,0.5164085,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"1114","WikiPathways_2019_Human","Wnt Signaling in Kidney Disease WP4150","1/36",0.5983796,1,0,0,1.1111111,0.5705889,"DVL3","https://www.wikipathways.org/"
"633","Reactome_2016","Major pathway of rRNA processing in the nucleolus_Homo sapiens_R-HSA-6791226","4/166",0.5988994,1,0,0,0.9638554,0.4941318,"LTV1;HEATR1;WDR75;CSNK1D","http://www.reactome.org/download/index.html"
"634","Reactome_2016","COPI-dependent Golgi-to-ER retrograde traffic_Homo sapiens_R-HSA-6811434","2/81",0.6047346,1,0,0,0.9876543,0.4967561,"COPB1;ARFGAP2","http://www.reactome.org/download/index.html"
"635","Reactome_2016","GAB1 signalosome_Homo sapiens_R-HSA-180292","3/125",0.608029,1,0,0,0.96,0.4776313,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"636","Reactome_2016","PI3K/AKT activation_Homo sapiens_R-HSA-198203","3/125",0.608029,1,0,0,0.96,0.4776313,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"872","KEGG_2019_Human","Hepatocellular carcinoma","4/168",0.6083399,1,0,0,0.952381,0.4733538,"RPS6KB1;GSTO1;AKT2;DVL3","https://www.kegg.jp/"
"873","KEGG_2019_Human","MAPK signaling pathway","7/295",0.6084086,1,0,0,0.9491525,0.471642,"MAP4K1;AKT2;RASGRP2;MAP2K7;MAPK8IP3;MAP3K4;NFKB2","https://www.kegg.jp/"
"637","Reactome_2016","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template_Homo sapiens_R-HSA-110313","1/37",0.6084381,1,0,0,1.0810811,0.537146,"UFD1L","http://www.reactome.org/download/index.html"
"638","Reactome_2016","Platelet Aggregation (Plug Formation)_Homo sapiens_R-HSA-76009","1/37",0.6084381,1,0,0,1.0810811,0.537146,"RASGRP2","http://www.reactome.org/download/index.html"
"1115","WikiPathways_2019_Human","Fibrin Complement Receptor 3 Signaling Pathway WP4136","1/37",0.6084381,1,0,0,1.0810811,0.537146,"LY96","https://www.wikipathways.org/"
"1116","WikiPathways_2019_Human","The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome WP4320","1/37",0.6084381,1,0,0,1.0810811,0.537146,"MTA1","https://www.wikipathways.org/"
"1117","WikiPathways_2019_Human","miRNAs involvement in the immune response in sepsis WP4329","1/37",0.6084381,1,0,0,1.0810811,0.537146,"NFKB2","https://www.wikipathways.org/"
"639","Reactome_2016","Toll Like Receptor 10 (TLR10) Cascade_Homo sapiens_R-HSA-168142","2/82",0.6114274,1,0,0,0.9756098,0.4799601,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"640","Reactome_2016","Toll Like Receptor 5 (TLR5) Cascade_Homo sapiens_R-HSA-168176","2/82",0.6114274,1,0,0,0.9756098,0.4799601,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"641","Reactome_2016","MyD88 cascade initiated on plasma membrane_Homo sapiens_R-HSA-975871","2/82",0.6114274,1,0,0,0.9756098,0.4799601,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"642","Reactome_2016","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138","2/83",0.6180333,1,0,0,0.9638554,0.4638197,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"643","Reactome_2016","Transport of vitamins, nucleosides, and related molecules_Homo sapiens_R-HSA-425397","1/38",0.6182453,1,0,0,1.0526316,0.5061789,"SLC5A6","http://www.reactome.org/download/index.html"
"644","Reactome_2016","Signaling by FGFR1 in disease_Homo sapiens_R-HSA-5655302","1/38",0.6182453,1,0,0,1.0526316,0.5061789,"FGFR1OP","http://www.reactome.org/download/index.html"
"1118","WikiPathways_2019_Human","MicroRNAs in cardiomyocyte hypertrophy WP1544","2/84",0.6245527,1,0,0,0.952381,0.4483044,"AKT2;MAP2K7","https://www.wikipathways.org/"
"645","Reactome_2016","Gamma carboxylation, hypusine formation and arylsulfatase activation_Homo sapiens_R-HSA-163841","1/39",0.6278073,1,0,0,1.025641,0.4774585,"DPH7","http://www.reactome.org/download/index.html"
"646","Reactome_2016","Nuclear signaling by ERBB4_Homo sapiens_R-HSA-1251985","1/39",0.6278073,1,0,0,1.025641,0.4774585,"RBX1","http://www.reactome.org/download/index.html"
"647","Reactome_2016","tRNA modification in the nucleus and cytosol_Homo sapiens_R-HSA-6782315","1/39",0.6278073,1,0,0,1.025641,0.4774585,"ADAT2","http://www.reactome.org/download/index.html"
"874","KEGG_2019_Human","Pyruvate metabolism","1/39",0.6278073,1,0,0,1.025641,0.4774585,"MDH2","https://www.kegg.jp/"
"1242","Panther_2016","Oxytocin receptor mediated signaling pathway_Homo sapiens_P04391","1/39",0.6278073,1,0,0,1.025641,0.4774585,"VAMP1","http://www.pantherdb.org/pathway/"
"1119","WikiPathways_2019_Human","Ebola Virus Pathway on Host WP4217","3/129",0.6293075,1,0,0,0.9302326,0.4308235,"VPS4A;KPNA1;NFKB2","https://www.wikipathways.org/"
"648","Reactome_2016","MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155","2/85",0.6309855,1,0,0,0.9411765,0.4333857,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"649","Reactome_2016","Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181","2/85",0.6309855,1,0,0,0.9411765,0.4333857,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"1120","WikiPathways_2019_Human","Pathways in clear cell renal cell carcinoma WP4018","2/85",0.6309855,1,0,0,0.9411765,0.4333857,"SETD2;TSC1","https://www.wikipathways.org/"
"1121","WikiPathways_2019_Human","Pyrimidine metabolism WP4022","2/85",0.6309855,1,0,0,0.9411765,0.4333857,"POLR2A;POLR2B","https://www.wikipathways.org/"
"650","Reactome_2016","PRC2 methylates histones and DNA_Homo sapiens_R-HSA-212300","1/40",0.6371303,1,0,0,1,0.4507811,"H2AFZ","http://www.reactome.org/download/index.html"
"651","Reactome_2016","PKMTs methylate histone lysines_Homo sapiens_R-HSA-3214841","1/40",0.6371303,1,0,0,1,0.4507811,"SETD2","http://www.reactome.org/download/index.html"
"652","Reactome_2016","Transcriptional activation of mitochondrial biogenesis_Homo sapiens_R-HSA-2151201","1/40",0.6371303,1,0,0,1,0.4507811,"NCOA2","http://www.reactome.org/download/index.html"
"875","KEGG_2019_Human","Ferroptosis","1/40",0.6371303,1,0,0,1,0.4507811,"SLC11A2","https://www.kegg.jp/"
"876","KEGG_2019_Human","Glycine, serine and threonine metabolism","1/40",0.6371303,1,0,0,1,0.4507811,"AMT","https://www.kegg.jp/"
"1122","WikiPathways_2019_Human","Ferroptosis WP4313","1/40",0.6371303,1,0,0,1,0.4507811,"SLC11A2","https://www.wikipathways.org/"
"1123","WikiPathways_2019_Human","Glycogen Synthesis and Degradation WP500","1/40",0.6371303,1,0,0,1,0.4507811,"PHKA2","https://www.wikipathways.org/"
"1124","WikiPathways_2019_Human","IL-5 Signaling Pathway WP127","1/40",0.6371303,1,0,0,1,0.4507811,"RPS6KB1","https://www.wikipathways.org/"
"1125","WikiPathways_2019_Human","Microglia Pathogen Phagocytosis Pathway WP3937","1/40",0.6371303,1,0,0,1,0.4507811,"CYBA","https://www.wikipathways.org/"
"1126","WikiPathways_2019_Human","Oxidative Damage WP3941","1/40",0.6371303,1,0,0,1,0.4507811,"TRAF1","https://www.wikipathways.org/"
"653","Reactome_2016","PI3K/AKT Signaling in Cancer_Homo sapiens_R-HSA-2219528","2/86",0.6373322,1,0,0,0.9302326,0.4190365,"AKT2;RICTOR","http://www.reactome.org/download/index.html"
"877","KEGG_2019_Human","Colorectal cancer","2/86",0.6373322,1,0,0,0.9302326,0.4190365,"RPS6KB1;AKT2","https://www.kegg.jp/"
"1243","Panther_2016","Interleukin signaling pathway_Homo sapiens_P00036","2/86",0.6373322,1,0,0,0.9302326,0.4190365,"IL11RA;AKT2","http://www.pantherdb.org/pathway/"
"1127","WikiPathways_2019_Human","Retinoblastoma Gene in Cancer WP2446","2/87",0.643593,1,0,0,0.9195402,0.405231,"H2AFZ;ZNF655","https://www.wikipathways.org/"
"654","Reactome_2016","Glycosphingolipid metabolism_Homo sapiens_R-HSA-1660662","1/41",0.6462202,1,0,0,0.9756098,0.4259659,"GLTP","http://www.reactome.org/download/index.html"
"655","Reactome_2016","Intraflagellar transport_Homo sapiens_R-HSA-5620924","1/41",0.6462202,1,0,0,0.9756098,0.4259659,"IFT172","http://www.reactome.org/download/index.html"
"656","Reactome_2016","Condensation of Prophase Chromosomes_Homo sapiens_R-HSA-2299718","1/41",0.6462202,1,0,0,0.9756098,0.4259659,"H2AFZ","http://www.reactome.org/download/index.html"
"657","Reactome_2016","Pre-NOTCH Transcription and Translation_Homo sapiens_R-HSA-1912408","1/41",0.6462202,1,0,0,0.9756098,0.4259659,"TNRC6A","http://www.reactome.org/download/index.html"
"1244","Panther_2016","Thyrotropin-releasing hormone receptor signaling pathway_Homo sapiens_P04394","1/41",0.6462202,1,0,0,0.9756098,0.4259659,"VAMP1","http://www.pantherdb.org/pathway/"
"658","Reactome_2016","Toll Like Receptor 9 (TLR9) Cascade_Homo sapiens_R-HSA-168138","2/88",0.6497682,1,0,0,0.9090909,0.3919451,"MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"659","Reactome_2016","Retinoid metabolism and transport_Homo sapiens_R-HSA-975634","1/42",0.6550828,1,0,0,0.952381,0.4028511,"APOE","http://www.reactome.org/download/index.html"
"660","Reactome_2016","Intrinsic Pathway for Apoptosis_Homo sapiens_R-HSA-109606","1/42",0.6550828,1,0,0,0.952381,0.4028511,"AKT2","http://www.reactome.org/download/index.html"
"661","Reactome_2016","Deactivation of the beta-catenin transactivating complex_Homo sapiens_R-HSA-3769402","1/42",0.6550828,1,0,0,0.952381,0.4028511,"AKT2","http://www.reactome.org/download/index.html"
"662","Reactome_2016","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion_Homo sapiens_R-HSA-381676","1/42",0.6550828,1,0,0,0.952381,0.4028511,"PRKAR2A","http://www.reactome.org/download/index.html"
"663","Reactome_2016","tRNA Aminoacylation_Homo sapiens_R-HSA-379724","1/42",0.6550828,1,0,0,0.952381,0.4028511,"YARS","http://www.reactome.org/download/index.html"
"1128","WikiPathways_2019_Human","Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314","1/42",0.6550828,1,0,0,0.952381,0.4028511,"FADD","https://www.wikipathways.org/"
"1129","WikiPathways_2019_Human","IL-2 Signaling Pathway WP49","1/42",0.6550828,1,0,0,0.952381,0.4028511,"RPS6KB1","https://www.wikipathways.org/"
"1130","WikiPathways_2019_Human","Metabolic reprogramming in colon cancer WP4290","1/42",0.6550828,1,0,0,0.952381,0.4028511,"MDH2","https://www.wikipathways.org/"
"1245","Panther_2016","Muscarinic acetylcholine receptor 1 and 3 signaling pathway_Homo sapiens_P00042","1/42",0.6550828,1,0,0,0.952381,0.4028511,"VAMP1","http://www.pantherdb.org/pathway/"
"1131","WikiPathways_2019_Human","Pancreatic adenocarcinoma pathway WP4263","2/89",0.6558581,1,0,0,0.8988764,0.3791557,"RPS6KB1;AKT2","https://www.wikipathways.org/"
"1132","WikiPathways_2019_Human","T-Cell antigen Receptor (TCR)  Signaling Pathway WP69","2/90",0.6618632,1,0,0,0.8888889,0.3668412,"MAP4K1;CARD11","https://www.wikipathways.org/"
"664","Reactome_2016","Voltage gated Potassium channels_Homo sapiens_R-HSA-1296072","1/43",0.6637238,1,0,0,0.9302326,0.3812922,"KCNAB3","http://www.reactome.org/download/index.html"
"1133","WikiPathways_2019_Human","IL-6 signaling pathway WP364","1/43",0.6637238,1,0,0,0.9302326,0.3812922,"RPS6KB1","https://www.wikipathways.org/"
"878","KEGG_2019_Human","Apelin signaling pathway","3/137",0.6694282,1,0,0,0.8759124,0.3515312,"RPS6KB1;AKT2;PIK3R5","https://www.kegg.jp/"
"665","Reactome_2016","Intra-Golgi traffic_Homo sapiens_R-HSA-6811438","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"CYTH1","http://www.reactome.org/download/index.html"
"666","Reactome_2016","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer_Homo sapiens_R-HSA-2173793","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"CCNT2","http://www.reactome.org/download/index.html"
"667","Reactome_2016","Phospholipase C-mediated cascade; FGFR3_Homo sapiens_R-HSA-5654227","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"PRKAR2A","http://www.reactome.org/download/index.html"
"668","Reactome_2016","PLC beta mediated events_Homo sapiens_R-HSA-112043","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"PRKAR2A","http://www.reactome.org/download/index.html"
"669","Reactome_2016","Inositol phosphate metabolism_Homo sapiens_R-HSA-1483249","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"INPP5D","http://www.reactome.org/download/index.html"
"879","KEGG_2019_Human","Carbohydrate digestion and absorption","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"AKT2","https://www.kegg.jp/"
"880","KEGG_2019_Human","Vasopressin-regulated water reabsorption","1/44",0.6721488,1,0,0,0.9090909,0.3611596,"RAB11A","https://www.kegg.jp/"
"1134","WikiPathways_2019_Human","Ectoderm Differentiation WP2858","3/138",0.6742133,1,0,0,0.8695652,0.3427902,"PAN2;SMURF1;RHPN1","https://www.wikipathways.org/"
"670","Reactome_2016","Interferon gamma signaling_Homo sapiens_R-HSA-877300","2/93",0.6793739,1,0,0,0.8602151,0.3325451,"SUMO1;B2M","http://www.reactome.org/download/index.html"
"881","KEGG_2019_Human","GnRH signaling pathway","2/93",0.6793739,1,0,0,0.8602151,0.3325451,"MAP2K7;MAP3K4","https://www.kegg.jp/"
"882","KEGG_2019_Human","Small cell lung cancer","2/93",0.6793739,1,0,0,0.8602151,0.3325451,"AKT2;TRAF1","https://www.kegg.jp/"
"1135","WikiPathways_2019_Human","Corticotropin-releasing hormone signaling pathway WP2355","2/93",0.6793739,1,0,0,0.8602151,0.3325451,"NCOA2;TRIM28","https://www.wikipathways.org/"
"671","Reactome_2016","ABC-family proteins mediated transport_Homo sapiens_R-HSA-382556","1/45",0.6803631,1,0,0,0.8888889,0.3423365,"ABCC1","http://www.reactome.org/download/index.html"
"672","Reactome_2016","Signaling by ERBB2_Homo sapiens_R-HSA-1227986","1/45",0.6803631,1,0,0,0.8888889,0.3423365,"AKT2","http://www.reactome.org/download/index.html"
"673","Reactome_2016","G-protein mediated events_Homo sapiens_R-HSA-112040","1/45",0.6803631,1,0,0,0.8888889,0.3423365,"PRKAR2A","http://www.reactome.org/download/index.html"
"674","Reactome_2016","NRAGE signals death through JNK_Homo sapiens_R-HSA-193648","1/45",0.6803631,1,0,0,0.8888889,0.3423365,"ARHGEF7","http://www.reactome.org/download/index.html"
"1136","WikiPathways_2019_Human","ATM Signaling Network in Development and Disease  WP3878","1/45",0.6803631,1,0,0,0.8888889,0.3423365,"TRIM28","https://www.wikipathways.org/"
"1246","Panther_2016","Ionotropic glutamate receptor pathway_Homo sapiens_P00037","1/45",0.6803631,1,0,0,0.8888889,0.3423365,"VAMP1","http://www.pantherdb.org/pathway/"
"675","Reactome_2016","Phospholipase C-mediated cascade; FGFR4_Homo sapiens_R-HSA-5654228","1/46",0.688372,1,0,0,0.8695652,0.3247181,"PRKAR2A","http://www.reactome.org/download/index.html"
"1137","WikiPathways_2019_Human","Tryptophan metabolism WP465","1/46",0.688372,1,0,0,0.8695652,0.3247181,"UBR5","https://www.wikipathways.org/"
"1247","Panther_2016","5HT2 type receptor mediated signaling pathway_Homo sapiens_P04374","1/46",0.688372,1,0,0,0.8695652,0.3247181,"VAMP1","http://www.pantherdb.org/pathway/"
"676","Reactome_2016","EPH-Ephrin signaling_Homo sapiens_R-HSA-2682334","2/95",0.6906321,1,0,0,0.8421053,0.3117036,"ARHGEF7;AP2A2","http://www.reactome.org/download/index.html"
"677","Reactome_2016","NOTCH1 Intracellular Domain Regulates Transcription_Homo sapiens_R-HSA-2122947","1/47",0.6961807,1,0,0,0.8510638,0.3082094,"RBX1","http://www.reactome.org/download/index.html"
"678","Reactome_2016","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers_Homo sapiens_R-HSA-983695","1/47",0.6961807,1,0,0,0.8510638,0.3082094,"STIM1","http://www.reactome.org/download/index.html"
"679","Reactome_2016","Phospholipase C-mediated cascade: FGFR1_Homo sapiens_R-HSA-5654219","1/47",0.6961807,1,0,0,0.8510638,0.3082094,"PRKAR2A","http://www.reactome.org/download/index.html"
"883","KEGG_2019_Human","Cysteine and methionine metabolism","1/47",0.6961807,1,0,0,0.8510638,0.3082094,"MDH2","https://www.kegg.jp/"
"1138","WikiPathways_2019_Human","Energy Metabolism WP1541","1/47",0.6961807,1,0,0,0.8510638,0.3082094,"UCP3","https://www.wikipathways.org/"
"1139","WikiPathways_2019_Human","Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203","1/47",0.6961807,1,0,0,0.8510638,0.3082094,"NFKB2","https://www.wikipathways.org/"
"884","KEGG_2019_Human","Apoptosis","3/143",0.6973731,1,0,0,0.8391608,0.3024627,"AKT2;FADD;TRAF1","https://www.kegg.jp/"
"885","KEGG_2019_Human","Glycerophospholipid metabolism","2/97",0.7015629,1,0,0,0.8247423,0.2923255,"PNPLA7;DGKA","https://www.kegg.jp/"
"1140","WikiPathways_2019_Human","Human Complement System WP2806","2/97",0.7015629,1,0,0,0.8247423,0.2923255,"MASP2;TXN","https://www.wikipathways.org/"
"886","KEGG_2019_Human","Chemokine signaling pathway","4/190",0.7028199,1,0,0,0.8421053,0.2969723,"CCR1;AKT2;RASGRP2;PIK3R5","https://www.kegg.jp/"
"680","Reactome_2016","EPH-ephrin mediated repulsion of cells_Homo sapiens_R-HSA-3928665","1/48",0.703794,1,0,0,0.8333333,0.2927246,"AP2A2","http://www.reactome.org/download/index.html"
"887","KEGG_2019_Human","Pancreatic secretion","2/98",0.7069071,1,0,0,0.8163265,0.2831478,"RAB8A;RAB11A","https://www.kegg.jp/"
"681","Reactome_2016","Creation of C4 and C2 activators_Homo sapiens_R-HSA-166786","1/49",0.7112169,1,0,0,0.8163265,0.2781859,"MASP2","http://www.reactome.org/download/index.html"
"682","Reactome_2016","Phospholipase C-mediated cascade; FGFR2_Homo sapiens_R-HSA-5654221","1/49",0.7112169,1,0,0,0.8163265,0.2781859,"PRKAR2A","http://www.reactome.org/download/index.html"
"683","Reactome_2016","Mitochondrial biogenesis_Homo sapiens_R-HSA-1592230","1/49",0.7112169,1,0,0,0.8163265,0.2781859,"NCOA2","http://www.reactome.org/download/index.html"
"888","KEGG_2019_Human","Malaria","1/49",0.7112169,1,0,0,0.8163265,0.2781859,"ITGAL","https://www.kegg.jp/"
"1141","WikiPathways_2019_Human","IL-3 Signaling Pathway WP286","1/49",0.7112169,1,0,0,0.8163265,0.2781859,"INPP5D","https://www.wikipathways.org/"
"1142","WikiPathways_2019_Human","Structural Pathway of Interleukin 1 (IL-1) WP2637","1/49",0.7112169,1,0,0,0.8163265,0.2781859,"MAP2K7","https://www.wikipathways.org/"
"684","Reactome_2016","Phase II conjugation_Homo sapiens_R-HSA-156580","2/100",0.717356,1,0,0,0.8,0.2657464,"GGT7;GSTO1","http://www.reactome.org/download/index.html"
"685","Reactome_2016","Deadenylation-dependent mRNA decay_Homo sapiens_R-HSA-429914","1/50",0.7184542,1,0,0,0.8,0.2645227,"PAN2","http://www.reactome.org/download/index.html"
"889","KEGG_2019_Human","Cholesterol metabolism","1/50",0.7184542,1,0,0,0.8,0.2645227,"APOE","https://www.kegg.jp/"
"1143","WikiPathways_2019_Human","Photodynamic therapy-induced AP-1 survival signaling. WP3611","1/50",0.7184542,1,0,0,0.8,0.2645227,"MAP2K7","https://www.wikipathways.org/"
"890","KEGG_2019_Human","Human papillomavirus infection","7/330",0.7215918,1,0,0,0.8484848,0.2768569,"ATP6V0E1;RPS6KB1;AKT2;DVL3;TSC1;FADD;ATP6V1E1","https://www.kegg.jp/"
"686","Reactome_2016","Cell surface interactions at the vascular wall_Homo sapiens_R-HSA-202733","2/101",0.7224621,1,0,0,0.7920792,0.2574973,"INPP5D;ITGAL","http://www.reactome.org/download/index.html"
"1144","WikiPathways_2019_Human","Neural Crest Differentiation WP2064","2/101",0.7224621,1,0,0,0.7920792,0.2574973,"DVL3;NFKB2","https://www.wikipathways.org/"
"891","KEGG_2019_Human","Gastric cancer","3/149",0.7234932,1,0,0,0.8053691,0.2606692,"RPS6KB1;AKT2;DVL3","https://www.kegg.jp/"
"687","Reactome_2016","Neurotransmitter Release Cycle_Homo sapiens_R-HSA-112310","1/51",0.7255105,1,0,0,0.7843137,0.2516704,"ARL6IP5","http://www.reactome.org/download/index.html"
"688","Reactome_2016","Metabolism of fat-soluble vitamins_Homo sapiens_R-HSA-6806667","1/51",0.7255105,1,0,0,0.7843137,0.2516704,"APOE","http://www.reactome.org/download/index.html"
"689","Reactome_2016","Apoptotic execution  phase_Homo sapiens_R-HSA-75153","1/51",0.7255105,1,0,0,0.7843137,0.2516704,"KPNA1","http://www.reactome.org/download/index.html"
"690","Reactome_2016","Nuclear Receptor transcription pathway_Homo sapiens_R-HSA-383280","1/51",0.7255105,1,0,0,0.7843137,0.2516704,"NR2C1","http://www.reactome.org/download/index.html"
"1145","WikiPathways_2019_Human","Synaptic Vesicle Pathway WP2267","1/51",0.7255105,1,0,0,0.7843137,0.2516704,"AP2A2","https://www.wikipathways.org/"
"691","Reactome_2016","Regulation of TP53 Activity_Homo sapiens_R-HSA-5633007","3/151",0.7317998,1,0,0,0.794702,0.2481444,"AKT2;RICTOR;TAF1","http://www.reactome.org/download/index.html"
"692","Reactome_2016","Deposition of new CENPA-containing nucleosomes at the centromere_Homo sapiens_R-HSA-606279","1/52",0.7323902,1,0,0,0.7692308,0.2395707,"H2AFZ","http://www.reactome.org/download/index.html"
"693","Reactome_2016","Nucleosome assembly_Homo sapiens_R-HSA-774815","1/52",0.7323902,1,0,0,0.7692308,0.2395707,"H2AFZ","http://www.reactome.org/download/index.html"
"694","Reactome_2016","Nonhomologous End-Joining (NHEJ)_Homo sapiens_R-HSA-5693571","1/52",0.7323902,1,0,0,0.7692308,0.2395707,"SUMO1","http://www.reactome.org/download/index.html"
"1146","WikiPathways_2019_Human","Copper homeostasis WP3286","1/52",0.7323902,1,0,0,0.7692308,0.2395707,"SLC11A2","https://www.wikipathways.org/"
"695","Reactome_2016","MHC class II antigen presentation_Homo sapiens_R-HSA-2132295","2/103",0.732441,1,0,0,0.776699,0.2418427,"AP1G1;AP2A2","http://www.reactome.org/download/index.html"
"892","KEGG_2019_Human","Chagas disease (American trypanosomiasis)","2/103",0.732441,1,0,0,0.776699,0.2418427,"AKT2;FADD","https://www.kegg.jp/"
"893","KEGG_2019_Human","Glycosaminoglycan biosynthesis","1/53",0.7390978,1,0,0,0.754717,0.2281698,"XYLT2","https://www.kegg.jp/"
"1147","WikiPathways_2019_Human","Senescence and Autophagy in Cancer WP615","2/105",0.7421135,1,0,0,0.7619048,0.2272405,"ATG16L1;ULK1","https://www.wikipathways.org/"
"1148","WikiPathways_2019_Human","Circadian rhythm related genes WP3594","4/201",0.7434368,1,0,0,0.7960199,0.2359972,"NCOA2;MTA1;CRY2;CSNK1D","https://www.wikipathways.org/"
"696","Reactome_2016","Meiotic recombination_Homo sapiens_R-HSA-912446","1/54",0.7456377,1,0,0,0.7407407,0.2174189,"H2AFZ","http://www.reactome.org/download/index.html"
"1149","WikiPathways_2019_Human","Interferon type I signaling pathways WP585","1/54",0.7456377,1,0,0,0.7407407,0.2174189,"RPS6KB1","https://www.wikipathways.org/"
